Jahr,Monat,Tag,Tagesdatum,Zweirad,Personenwagen,Lastwagen,Hr,RainDur,T,WVs,StrGlo,p,NO2,NO,NOx,O3,CO,PM10,SO2
2009,10,10,2009-10-10,495.000,4800.000,90.000,87.343,,15.147,1.417,,965.771,25.252,11.180,22.169,25.195,0.353,13.679,1.169
2009,10,11,2009-10-11,549.000,4065.000,42.000,71.623,,13.958,1.890,,967.093,14.055,2.752,9.557,50.228,0.277,12.978,1.338
2009,10,12,2009-10-12,844.000,6664.000,258.000,69.701,55.920,11.162,3.075,,967.147,21.812,7.171,17.155,49.475,0.316,7.896,1.774
2009,10,13,2009-10-13,1033.000,6905.000,277.000,60.251,57.600,9.326,1.217,,974.804,32.125,13.654,27.746,33.787,0.388,15.862,2.833
2009,10,14,2009-10-14,940.000,6509.000,239.000,60.546,43.210,6.119,1.804,,974.356,31.872,19.297,32.138,33.897,0.423,10.602,2.488
2009,10,15,2009-10-15,4.000,78.000,4.000,54.902,0.000,3.988,1.718,,973.748,37.758,27.497,41.790,25.865,0.467,16.050,3.564
2009,10,16,2009-10-16,188.000,1812.000,32.000,61.617,120.850,5.797,1.978,,972.843,32.986,11.719,26.645,28.847,0.363,19.010,3.420
2009,10,17,2009-10-17,370.000,4701.000,73.000,84.819,554.050,5.715,1.490,,969.647,28.051,8.428,21.427,28.382,0.373,10.891,1.931
2009,10,18,2009-10-18,314.000,4034.000,43.000,84.908,31.530,4.772,0.875,,970.336,27.047,10.277,22.384,19.594,0.380,11.119,2.593
2009,10,19,2009-10-19,913.000,7292.000,320.000,75.131,,4.771,1.693,,966.852,37.535,33.945,46.843,15.492,0.547,12.750,3.220
2009,10,20,2009-10-20,1016.000,7902.000,295.000,78.993,,4.897,1.892,,960.074,48.377,50.721,65.962,6.797,0.654,27.388,4.288
2009,10,21,2009-10-21,968.000,7889.000,328.000,73.355,0.000,8.608,2.372,,953.943,50.901,48.061,65.150,4.593,0.675,28.887,4.951
2009,10,22,2009-10-22,1004.000,8335.000,310.000,79.667,222.090,9.991,1.532,,953.828,62.524,90.072,104.909,2.127,0.878,34.193,5.040
2009,10,23,2009-10-23,840.000,7982.000,306.000,88.613,590.350,9.546,1.420,,962.401,44.973,46.506,60.803,9.540,0.617,23.400,2.552
2009,10,24,2009-10-24,761.000,6167.000,94.000,84.742,139.210,10.686,1.142,,967.603,30.638,15.659,28.575,16.433,0.437,15.469,1.938
2009,10,25,2009-10-25,370.000,4726.000,50.000,92.517,116.710,11.504,0.743,,967.703,33.310,22.694,35.613,7.291,0.535,18.439,2.086
2009,10,26,2009-10-26,392.000,3003.000,153.000,77.038,0.000,12.247,0.994,,970.595,43.384,27.345,44.609,18.403,0.515,19.845,2.385
2009,10,27,2009-10-27,,,,76.384,,9.966,1.435,,971.947,54.544,72.914,86.980,9.033,0.779,26.612,3.630
2009,10,28,2009-10-28,,,,80.501,,9.906,0.903,,970.645,58.345,94.788,106.503,2.555,0.917,42.008,3.704
2009,10,29,2009-10-29,,,,81.155,,9.506,1.676,,970.636,60.687,99.731,111.693,4.186,0.992,39.647,4.341
2009,10,30,2009-10-30,585.000,4910.000,128.000,80.873,,9.003,1.188,,973.831,49.052,36.290,54.747,7.763,0.640,38.208,2.610
2009,10,31,2009-10-31,793.000,5971.000,82.000,75.043,,9.780,1.052,,974.450,37.913,25.326,40.131,13.803,0.598,41.388,2.238
2009,11,01,2009-11-01,551.000,5174.000,55.000,83.253,,9.190,1.244,,967.370,42.888,48.428,61.253,3.840,0.822,42.620,3.825
2009,11,02,2009-11-02,730.000,7859.000,291.000,82.270,,9.595,2.806,,956.411,32.852,9.344,24.671,39.080,0.361,14.127,1.844
2009,11,03,2009-11-03,900.000,7880.000,325.000,71.129,,8.091,1.896,,951.763,30.651,19.320,31.517,41.474,0.339,13.116,1.668
2009,11,04,2009-11-04,768.000,7966.000,335.000,70.218,,9.444,3.777,,946.027,17.894,3.552,12.206,55.123,0.264,10.357,1.298
2009,11,05,2009-11-05,989.000,7917.000,300.000,67.085,,8.545,2.247,,951.934,30.830,15.075,28.209,42.988,0.391,6.032,1.749
2009,11,06,2009-11-06,12.000,73.000,0.000,71.021,,7.774,0.977,,958.772,46.285,42.043,57.912,23.656,0.615,,3.185
2009,11,07,2009-11-07,,,,77.643,,5.710,1.338,,953.900,36.577,38.152,49.715,19.305,0.567,,3.184
2009,11,08,2009-11-08,,,,83.698,,5.869,1.646,,952.902,24.666,9.655,20.639,31.398,0.380,,2.100
2009,11,09,2009-11-09,474.000,5840.000,187.000,86.345,,4.766,1.544,,957.240,29.667,16.182,28.488,12.843,0.480,9.502,2.042
2009,11,10,2009-11-10,797.000,8723.000,326.000,84.108,,4.939,1.352,,961.158,29.736,15.953,28.340,8.321,0.470,11.082,1.920
2009,11,11,2009-11-11,930.000,9372.000,332.000,77.845,0.000,5.845,0.808,,960.458,51.828,60.611,75.697,7.997,0.762,23.314,3.515
2009,11,12,2009-11-12,420.000,4155.000,217.000,80.793,186.900,5.853,1.724,,962.896,54.963,54.776,72.657,5.645,0.675,22.699,3.827
2009,11,13,2009-11-13,,,,80.984,0.000,9.777,1.411,,965.880,57.536,68.063,84.656,3.005,0.708,29.467,4.786
2009,11,14,2009-11-14,,,,78.671,119.280,9.540,1.952,,964.542,33.808,50.206,57.932,21.783,0.627,22.753,3.645
2009,11,15,2009-11-15,,,,85.570,390.250,9.083,1.037,,966.343,42.071,29.793,45.887,9.492,0.561,15.596,3.938
2009,11,16,2009-11-16,,,,92.156,242.920,10.718,1.550,,963.638,49.256,54.485,69.440,4.551,0.740,20.264,2.250
2009,11,17,2009-11-17,,,,80.897,143.000,11.905,1.073,,965.176,47.413,56.481,70.077,4.150,0.651,30.331,2.886
2009,11,18,2009-11-18,,,,85.039,201.050,10.871,1.090,,973.620,46.476,44.000,59.579,21.201,0.628,18.244,2.024
2009,11,19,2009-11-19,,,,93.365,0.000,7.983,1.427,,975.091,53.529,97.988,106.551,1.673,0.851,31.596,1.667
2009,11,20,2009-11-20,,,,88.405,0.000,7.939,0.941,,975.145,55.794,136.565,138.665,1.563,1.142,45.368,2.680
2009,11,21,2009-11-21,,,,85.863,0.000,7.058,1.503,,975.517,44.872,126.208,124.650,1.274,1.182,45.130,4.805
2009,11,22,2009-11-22,,,,81.079,61.890,8.571,2.007,,969.393,29.739,35.229,43.796,23.865,0.603,24.967,3.169
2009,11,23,2009-11-23,,,,61.048,33.200,11.045,5.585,,967.528,12.805,2.605,8.785,61.035,0.265,11.560,1.648
2009,11,24,2009-11-24,276.000,2494.000,52.000,74.510,151.080,11.052,4.632,,969.454,15.357,3.291,10.670,55.738,0.281,8.974,1.299
2009,11,25,2009-11-25,385.000,3215.000,153.000,73.521,0.000,9.823,2.226,,965.334,45.888,42.993,58.465,15.276,0.587,21.299,2.930
2009,11,26,2009-11-26,,,,75.347,305.840,9.949,1.610,,965.640,47.519,29.127,48.203,27.586,0.516,18.906,2.479
2009,11,27,2009-11-27,,,,70.650,146.470,8.445,3.086,,962.317,26.415,5.797,18.462,41.302,0.325,14.833,1.932
2009,11,28,2009-11-28,,,,63.947,0.000,8.568,2.577,,961.466,25.418,5.679,17.845,38.529,0.362,15.637,2.062
2009,11,29,2009-11-29,,,,72.376,0.000,5.576,1.509,,951.914,49.488,32.027,51.555,5.718,0.677,20.890,6.227
2009,11,30,2009-11-30,,,,88.833,498.740,3.043,0.902,,948.831,58.917,55.411,75.235,18.282,0.659,10.202,2.357
2009,12,01,2009-12-01,,,,91.046,1025.730,2.676,0.877,,958.778,59.569,45.544,67.665,5.950,0.638,13.807,2.630
2009,12,02,2009-12-02,,,,85.740,0.000,3.054,1.115,,963.022,62.731,61.339,81.982,3.955,0.755,27.592,3.831
2009,12,03,2009-12-03,,,,83.637,64.490,3.488,1.650,,958.860,66.700,65.380,87.297,6.240,0.723,28.371,4.028
2009,12,04,2009-12-04,348.000,3799.000,84.000,80.892,59.490,4.327,1.197,,960.393,58.751,41.157,63.720,17.298,0.636,17.799,3.573
2009,12,05,2009-12-05,532.000,6018.000,87.000,76.868,0.000,2.953,1.491,,965.473,50.155,36.909,55.820,15.377,0.634,25.870,4.405
2009,12,06,2009-12-06,366.000,5449.000,50.000,79.962,235.410,5.889,1.577,,963.909,46.177,21.405,41.309,16.153,0.572,16.573,5.275
2009,12,07,2009-12-07,237.000,2836.000,135.000,92.194,785.060,7.709,2.066,,963.091,48.862,34.307,53.058,12.553,0.541,14.877,2.035
2009,12,08,2009-12-08,,,,71.634,293.870,6.907,2.941,,966.068,25.221,7.268,19.016,49.065,0.329,13.008,1.761
2009,12,09,2009-12-09,407.000,3782.000,92.000,69.983,0.000,5.405,0.805,,975.022,67.423,85.194,103.562,15.000,0.806,29.749,4.810
2009,12,10,2009-12-10,780.000,8162.000,269.000,82.135,253.130,5.026,1.188,,975.830,64.044,50.421,73.914,6.772,0.667,22.088,4.422
2009,12,11,2009-12-11,610.000,8292.000,256.000,80.052,666.640,4.821,1.600,,972.266,40.580,15.936,33.996,20.829,0.458,16.259,2.786
2009,12,12,2009-12-12,334.000,5484.000,74.000,84.040,562.020,2.007,2.734,,968.317,27.282,14.584,25.958,15.832,0.525,13.142,2.881
2009,12,13,2009-12-13,280.000,4743.000,36.000,73.658,0.000,0.232,3.373,,964.677,20.235,8.038,17.025,27.310,0.425,18.052,3.687
2009,12,14,2009-12-14,610.000,7614.000,285.000,67.978,0.000,-1.395,3.061,,963.478,28.308,19.048,30.075,23.039,0.513,24.208,3.046
2009,12,15,2009-12-15,637.000,7893.000,298.000,67.836,0.000,-2.402,2.411,,960.821,37.468,27.817,41.895,16.856,0.590,30.571,3.832
2009,12,16,2009-12-16,670.000,8335.000,274.000,67.739,0.000,-1.901,1.773,,957.908,41.492,32.165,47.485,17.646,0.607,30.547,4.481
2009,12,17,2009-12-17,678.000,8492.000,262.000,65.924,0.000,-2.772,1.533,,956.472,52.025,33.967,54.439,16.113,0.632,33.058,5.150
2009,12,18,2009-12-18,586.000,8765.000,245.000,62.743,0.000,-3.050,1.641,,953.199,51.097,29.842,50.645,14.170,0.622,32.161,5.142
2009,12,19,2009-12-19,252.000,5430.000,96.000,80.343,271.280,-6.368,2.215,,953.045,33.231,6.422,22.527,19.553,0.432,29.117,3.882
2009,12,20,2009-12-20,187.000,4536.000,69.000,76.664,308.920,-6.277,2.148,,956.800,31.512,8.618,23.389,27.066,0.453,26.632,5.923
2009,12,21,2009-12-21,333.000,6429.000,256.000,84.909,228.570,1.270,1.978,,951.036,54.729,31.912,54.205,21.209,0.575,15.290,3.589
2009,12,22,2009-12-22,564.000,7001.000,248.000,77.086,188.760,4.947,0.985,,942.960,74.710,75.719,99.774,7.223,0.880,25.402,7.736
2009,12,23,2009-12-23,560.000,6720.000,196.000,87.677,403.250,4.198,1.572,,946.369,48.175,18.351,39.905,23.111,0.522,12.933,2.394
2009,12,24,2009-12-24,398.000,5287.000,152.000,87.315,63.670,3.263,1.155,,942.478,40.357,26.718,42.525,7.810,0.615,24.268,3.300
2009,12,25,2009-12-25,132.000,2737.000,25.000,71.883,214.890,5.925,3.661,,950.590,16.139,2.434,10.392,49.391,0.310,7.935,2.418
2009,12,26,2009-12-26,213.000,3363.000,22.000,72.452,0.000,1.589,1.200,,959.472,44.622,14.313,34.809,18.190,0.484,15.118,4.778
2009,12,27,2009-12-27,192.000,3411.000,19.000,69.069,202.470,2.466,1.938,,959.349,30.929,9.444,23.746,32.792,0.425,17.960,4.114
2009,12,28,2009-12-28,393.000,4812.000,144.000,71.627,58.650,3.827,1.924,,956.988,45.636,20.045,39.935,25.900,0.514,17.354,3.848
2009,12,29,2009-12-29,345.000,4775.000,133.000,88.527,633.590,4.709,1.472,,952.963,50.172,23.035,44.706,10.189,0.585,18.323,3.408
2009,12,30,2009-12-30,325.000,4883.000,169.000,88.869,490.590,7.935,2.623,,948.430,32.947,11.598,26.527,37.856,0.394,7.751,1.955
2009,12,31,2009-12-31,288.000,4348.000,102.000,88.188,359.120,6.834,2.013,14.107,945.915,36.068,9.522,26.497,31.252,0.409,10.145,1.746
2010,01,01,2010-01-01,176.000,3451.000,28.000,91.680,423.860,3.899,1.685,14.470,944.041,35.567,19.714,34.405,7.997,0.556,43.312,2.530
2010,01,02,2010-01-02,241.000,3866.000,50.000,65.647,0.000,-0.625,2.293,52.863,964.826,17.983,2.905,11.734,49.058,0.327,8.576,2.122
2010,01,03,2010-01-03,214.000,3807.000,32.000,63.909,0.000,-2.334,1.576,71.705,969.094,32.403,6.911,22.486,38.322,0.403,14.472,3.427
2010,01,04,2010-01-04,532.000,6014.000,207.000,75.907,0.000,-4.420,1.712,68.614,962.654,61.069,42.038,65.639,6.587,0.772,32.334,6.228
2010,01,05,2010-01-05,497.000,6441.000,229.000,79.880,2.070,-4.335,2.044,22.060,954.142,53.859,31.050,53.059,5.710,0.679,39.686,4.540
2010,01,06,2010-01-06,497.000,6290.000,225.000,80.235,20.810,-2.296,1.031,15.184,951.166,50.739,35.435,54.942,3.520,0.698,43.214,4.693
2010,01,07,2010-01-07,508.000,6661.000,201.000,78.685,0.000,-0.662,1.039,54.635,956.707,66.772,58.982,82.204,2.695,0.849,47.537,6.232
2010,01,08,2010-01-08,428.000,6699.000,223.000,80.416,0.000,-1.375,2.815,6.233,955.249,45.242,20.602,40.177,12.053,0.657,37.379,4.183
2010,01,09,2010-01-09,229.000,4698.000,81.000,83.371,266.490,-3.484,2.879,4.544,953.601,38.141,13.138,30.476,11.263,0.632,38.152,5.893
2010,01,10,2010-01-10,156.000,3513.000,47.000,77.186,28.150,-3.279,1.194,23.627,960.419,34.372,8.442,24.743,14.472,0.652,33.194,7.190
2010,01,11,2010-01-11,391.000,6423.000,244.000,78.535,383.580,-2.898,1.129,22.012,964.373,52.447,31.760,52.889,6.568,0.822,47.175,7.831
2010,01,12,2010-01-12,328.000,6731.000,323.000,82.330,189.330,-1.725,1.040,14.702,961.368,55.341,35.256,57.205,8.821,0.848,45.540,5.740
2010,01,13,2010-01-13,186.000,3270.000,177.000,87.890,434.420,-0.072,1.724,16.155,956.325,60.493,37.080,61.362,6.188,0.841,46.561,4.416
2010,01,14,2010-01-14,254.000,3398.000,65.000,89.673,19.650,1.554,1.560,26.845,956.263,55.600,28.393,51.839,11.168,0.708,23.185,2.936
2010,01,15,2010-01-15,573.000,7379.000,233.000,79.496,0.000,1.917,1.510,20.689,968.431,50.934,24.039,45.908,13.815,0.661,36.935,4.204
2010,01,16,2010-01-16,358.000,4921.000,64.000,77.895,122.210,0.920,1.304,40.150,968.965,36.335,10.763,27.631,27.197,0.534,34.257,2.930
2010,01,17,2010-01-17,240.000,3697.000,34.000,77.697,242.330,5.176,2.937,49.421,968.716,24.403,3.974,15.948,48.318,0.377,9.514,2.902
2010,01,18,2010-01-18,651.000,6659.000,227.000,76.090,0.000,4.314,1.177,58.458,974.647,59.456,48.993,70.372,16.605,0.714,23.701,5.302
2010,01,19,2010-01-19,729.000,7701.000,281.000,89.045,0.000,-0.460,1.141,25.946,970.715,61.403,50.928,72.940,2.618,0.719,36.137,2.973
2010,01,20,2010-01-20,654.000,7255.000,244.000,84.208,202.370,-0.960,1.173,25.850,964.663,71.635,41.282,70.559,3.200,0.740,45.750,2.907
2010,01,21,2010-01-21,530.000,6875.000,280.000,84.220,281.590,3.302,1.015,65.380,969.483,70.974,46.342,74.269,9.397,0.718,31.187,4.167
2010,01,22,2010-01-22,674.000,8019.000,257.000,80.719,0.000,2.514,1.620,37.080,971.645,60.668,49.444,71.366,9.120,0.768,31.734,5.043
2010,01,23,2010-01-23,487.000,5339.000,73.000,74.684,0.000,0.833,1.109,45.876,971.216,42.676,14.756,34.147,21.605,0.557,37.385,
2010,01,24,2010-01-24,305.000,4254.000,39.000,81.911,0.000,-0.159,1.329,55.965,971.224,58.621,53.899,73.868,2.986,0.921,68.970,
2010,01,25,2010-01-25,547.000,7149.000,253.000,87.187,430.600,1.661,1.063,19.739,973.694,53.251,48.521,66.748,3.070,0.831,43.084,3.836
2010,01,26,2010-01-26,504.000,7473.000,229.000,81.908,381.730,-0.647,2.955,25.076,977.147,41.685,23.396,40.555,15.841,0.702,28.111,4.666
2010,01,27,2010-01-27,544.000,7781.000,273.000,77.804,0.000,-4.124,2.814,31.084,974.426,42.858,16.140,35.350,26.868,0.720,70.927,5.680
2010,01,28,2010-01-28,314.000,7217.000,256.000,80.687,658.030,-0.929,2.296,11.427,960.427,38.497,7.943,26.500,28.774,0.533,34.896,3.020
2010,01,29,2010-01-29,364.000,7876.000,227.000,76.963,3.680,1.041,3.201,31.252,945.430,29.383,6.508,20.583,48.671,0.382,11.029,2.744
2010,01,30,2010-01-30,255.000,5540.000,99.000,75.108,406.090,-0.418,2.458,62.343,944.919,20.414,3.235,13.270,60.846,0.320,7.171,2.125
2010,01,31,2010-01-31,115.000,3882.000,49.000,78.904,457.530,-3.023,1.450,33.542,956.224,21.672,3.034,13.765,57.904,0.372,10.750,2.630
2010,02,01,2010-02-01,294.000,6654.000,249.000,75.966,238.210,-2.295,2.413,56.352,963.444,33.350,6.818,22.906,46.564,0.402,16.018,2.963
2010,02,02,2010-02-02,291.000,6985.000,262.000,61.588,159.350,0.866,3.671,60.412,967.409,21.108,5.057,15.092,59.489,0.346,9.767,2.588
2010,02,03,2010-02-03,466.000,7147.000,230.000,67.587,200.100,4.607,4.208,42.350,963.942,26.380,5.893,18.519,61.303,0.375,10.718,2.689
2010,02,04,2010-02-04,686.000,7729.000,248.000,78.439,0.000,3.145,1.221,97.739,963.620,79.924,82.062,107.587,8.164,0.895,33.470,6.555
2010,02,05,2010-02-05,451.000,7632.000,216.000,88.122,920.500,2.486,0.990,14.667,959.100,70.608,74.330,96.516,11.267,0.831,28.260,4.811
2010,02,06,2010-02-06,367.000,4747.000,78.000,90.093,165.010,3.080,1.109,34.834,961.505,44.008,13.932,34.183,22.797,0.546,19.247,2.851
2010,02,07,2010-02-07,238.000,3849.000,35.000,85.206,408.320,2.605,1.810,23.310,965.239,33.468,10.212,25.689,22.464,0.577,23.408,3.239
2010,02,08,2010-02-08,520.000,5973.000,194.000,74.025,0.000,0.221,2.347,39.842,956.604,41.996,19.668,37.729,31.676,0.601,31.606,3.260
2010,02,09,2010-02-09,625.000,6932.000,225.000,73.513,0.000,-0.080,1.656,83.916,950.979,50.130,25.865,46.951,23.347,0.650,40.088,3.217
2010,02,10,2010-02-10,249.000,7256.000,235.000,82.176,878.480,-2.705,2.133,45.748,953.491,49.036,23.145,44.200,13.589,0.603,41.490,3.650
2010,02,11,2010-02-11,212.000,6597.000,223.000,82.534,6.570,-5.358,2.110,58.024,952.798,54.268,22.475,46.398,21.112,0.741,72.990,5.583
2010,02,12,2010-02-12,271.000,7019.000,224.000,76.295,41.060,-3.817,1.648,42.945,959.456,58.908,23.995,50.043,27.540,0.790,66.370,9.489
2010,02,13,2010-02-13,225.000,5082.000,60.000,75.468,0.000,-3.908,1.688,56.962,961.589,55.852,23.473,48.025,24.649,0.802,70.953,8.760
2010,02,14,2010-02-14,142.000,3823.000,19.000,67.230,14.710,-2.365,1.130,33.563,960.391,34.117,8.184,24.403,48.861,0.602,43.715,5.925
2010,02,15,2010-02-15,391.000,6431.000,207.000,67.249,0.000,-2.289,1.453,85.076,956.754,54.598,19.017,43.797,33.305,0.711,50.516,5.389
2010,02,16,2010-02-16,468.000,6836.000,243.000,73.498,0.000,-3.158,2.165,137.839,951.825,85.816,44.445,80.510,13.500,0.935,83.593,7.886
2010,02,17,2010-02-17,523.000,7161.000,240.000,68.960,0.000,1.327,1.323,68.199,944.944,86.990,44.523,81.187,12.566,0.986,91.516,7.888
2010,02,18,2010-02-18,567.000,7508.000,251.000,79.221,146.940,4.073,0.869,62.102,949.251,96.513,77.687,112.756,8.500,1.103,71.605,7.403
2010,02,19,2010-02-19,487.000,7619.000,218.000,87.633,378.640,3.064,1.768,32.727,945.339,62.457,53.765,75.768,16.697,0.796,35.390,3.950
2010,02,20,2010-02-20,426.000,5826.000,76.000,59.793,0.000,3.353,2.461,111.736,951.265,26.255,4.425,17.278,55.042,0.384,18.293,3.068
2010,02,21,2010-02-21,378.000,4712.000,45.000,52.646,0.000,3.946,1.799,137.027,952.454,37.616,9.015,26.898,50.795,0.461,12.059,3.758
2010,02,22,2010-02-22,622.000,7184.000,249.000,57.714,166.310,6.579,1.091,104.166,947.353,70.322,26.194,57.775,23.104,0.632,24.304,5.791
2010,02,23,2010-02-23,607.000,8373.000,267.000,68.911,277.390,7.793,2.044,39.364,948.725,51.232,17.054,40.464,35.664,0.496,16.798,3.906
2010,02,24,2010-02-24,784.000,7641.000,233.000,70.500,212.090,8.011,2.123,102.228,953.189,42.662,24.744,42.147,43.279,0.496,17.225,3.337
2010,02,25,2010-02-25,716.000,7577.000,218.000,66.491,335.100,7.898,1.278,111.068,951.918,46.455,21.144,41.245,39.441,0.502,16.149,2.891
2010,02,26,2010-02-26,639.000,8146.000,240.000,64.822,269.410,7.596,4.922,85.007,950.973,19.465,3.591,13.057,65.644,0.334,13.336,1.599
2010,02,27,2010-02-27,580.000,5662.000,81.000,45.626,15.900,7.737,1.997,136.308,955.531,33.852,8.096,24.193,52.550,0.449,11.423,2.967
2010,02,28,2010-02-28,370.000,4479.000,33.000,56.902,128.660,9.341,3.953,55.283,947.716,23.968,4.240,15.935,57.080,0.377,11.539,2.850
2010,03,01,2010-03-01,926.000,7443.000,312.000,48.593,0.000,8.430,1.650,151.880,960.770,36.549,11.742,28.526,56.454,0.466,16.499,2.983
2010,03,02,2010-03-02,694.000,7856.000,298.000,72.732,372.860,6.857,1.626,53.483,969.098,50.662,16.315,39.574,31.532,0.515,16.289,2.901
2010,03,03,2010-03-03,872.000,7885.000,289.000,63.793,0.000,4.910,3.825,114.158,964.582,32.850,12.992,27.596,42.717,0.452,15.993,2.329
2010,03,04,2010-03-04,753.000,8099.000,301.000,59.388,0.000,2.880,2.537,69.037,960.829,36.902,16.062,32.175,39.849,0.493,26.017,2.605
2010,03,05,2010-03-05,742.000,8520.000,300.000,41.653,0.000,1.172,1.638,137.958,971.085,34.114,12.668,27.996,51.069,0.460,14.030,3.684
2010,03,06,2010-03-06,239.000,5193.000,124.000,71.330,589.400,-0.829,3.230,68.231,967.427,20.854,3.802,13.954,62.146,0.362,13.520,1.997
2010,03,07,2010-03-07,255.000,5071.000,57.000,66.782,0.000,-2.611,3.771,128.153,970.073,18.794,4.910,13.765,73.315,0.412,27.399,3.216
2010,03,08,2010-03-08,626.000,7355.000,289.000,57.342,0.000,-3.058,3.812,188.514,967.290,29.781,12.189,25.346,70.820,0.473,27.185,3.640
2010,03,09,2010-03-09,619.000,7952.000,294.000,60.161,0.000,-3.679,4.000,85.376,963.653,28.283,10.654,23.332,68.902,0.475,33.495,3.745
2010,03,10,2010-03-10,602.000,7929.000,278.000,56.414,74.580,-1.493,2.285,85.159,961.398,41.695,15.780,34.455,52.675,0.583,42.153,6.352
2010,03,11,2010-03-11,342.000,7523.000,294.000,85.069,1000.980,-1.136,1.602,63.619,962.206,52.692,17.352,41.467,45.398,0.645,40.589,3.926
2010,03,12,2010-03-12,532.000,8218.000,274.000,74.165,0.000,-0.267,1.450,132.053,967.332,64.883,23.556,52.817,38.912,0.728,52.232,5.393
2010,03,13,2010-03-13,425.000,5339.000,71.000,67.035,0.000,1.213,0.725,127.077,973.399,74.229,30.176,63.010,21.858,0.699,59.532,8.206
2010,03,14,2010-03-14,298.000,4019.000,32.000,63.710,0.000,2.805,1.487,63.951,974.714,37.632,9.780,27.520,41.577,0.413,29.024,5.298
2010,03,15,2010-03-15,631.000,7963.000,261.000,67.720,167.600,4.556,1.837,98.022,974.495,35.671,12.734,28.862,47.009,0.375,22.911,3.101
2010,03,16,2010-03-16,643.000,8918.000,301.000,80.735,478.960,4.385,2.074,56.247,975.634,45.863,16.888,37.521,32.962,0.406,18.243,2.260
2010,03,17,2010-03-17,982.000,9760.000,337.000,63.971,0.000,5.959,1.592,173.120,976.823,57.609,37.736,60.379,26.045,0.517,30.900,3.845
2010,03,18,2010-03-18,990.000,10487.000,316.000,38.815,0.000,10.532,1.793,171.286,974.059,58.209,20.707,47.040,39.901,0.475,25.318,4.216
2010,03,19,2010-03-19,1024.000,9742.000,351.000,38.113,0.000,12.478,1.817,177.164,971.445,58.335,22.636,48.653,37.483,0.499,29.982,4.434
2010,03,20,2010-03-20,616.000,6156.000,90.000,61.618,331.910,12.494,2.232,74.952,967.238,34.544,7.373,23.974,,0.386,30.481,3.424
2010,03,21,2010-03-21,347.000,4900.000,34.000,82.181,453.260,11.452,2.142,75.404,968.090,24.247,6.103,17.573,,0.336,16.692,2.103
2010,03,22,2010-03-22,1018.000,8685.000,337.000,70.091,0.000,11.484,1.077,161.280,970.572,47.845,27.189,46.818,,0.510,18.268,2.640
2010,03,23,2010-03-23,1178.000,10271.000,318.000,64.303,0.000,11.672,1.250,208.670,968.409,57.272,50.538,70.470,36.886,0.644,27.769,3.555
2010,03,24,2010-03-24,1285.000,10296.000,319.000,57.163,0.000,12.907,1.096,212.117,962.871,63.952,38.327,64.172,26.848,0.602,35.156,4.176
2010,03,25,2010-03-25,1299.000,10203.000,361.000,44.919,0.000,15.045,1.816,180.793,959.118,65.615,43.545,69.224,29.157,0.589,29.788,3.713
2010,03,26,2010-03-26,732.000,7959.000,295.000,64.814,231.380,9.920,2.500,77.202,959.914,43.548,21.284,39.837,45.227,0.415,18.429,3.011
2010,03,27,2010-03-27,560.000,5931.000,84.000,71.267,250.030,8.419,3.033,171.219,961.085,11.685,2.456,8.080,72.479,0.236,4.264,1.423
2010,03,28,2010-03-28,295.000,4306.000,39.000,80.385,818.610,8.571,3.139,77.572,964.716,10.569,1.986,7.119,69.027,0.242,1.870,1.201
2010,03,29,2010-03-29,1008.000,7793.000,318.000,71.150,22.290,11.627,1.672,150.440,958.367,39.673,19.349,36.259,40.580,0.419,12.001,2.004
2010,03,30,2010-03-30,837.000,7405.000,305.000,66.632,206.040,10.774,2.515,124.354,949.502,35.956,25.157,38.973,48.777,0.395,16.845,2.590
2010,03,31,2010-03-31,867.000,8010.000,316.000,58.822,100.930,8.020,3.150,165.398,956.351,20.370,5.901,15.383,66.882,0.270,10.388,1.673
2010,04,01,2010-04-01,534.000,7768.000,280.000,82.178,799.380,3.796,2.265,84.074,963.874,30.197,11.974,25.391,59.112,0.349,7.121,1.379
2010,04,02,2010-04-02,459.000,3961.000,40.000,62.386,33.780,6.030,1.505,213.233,965.356,21.495,5.851,15.930,59.262,0.316,7.820,2.365
2010,04,03,2010-04-03,448.000,4074.000,71.000,48.374,0.000,10.460,1.632,182.622,961.625,21.586,4.423,14.834,69.150,0.310,7.588,3.020
2010,04,04,2010-04-04,261.000,3524.000,29.000,69.737,426.110,8.080,2.461,120.316,965.130,10.201,2.115,7.030,78.640,0.240,2.690,1.574
2010,04,05,2010-04-05,399.000,3689.000,31.000,59.236,181.080,7.384,1.850,163.882,975.701,14.296,3.131,9.988,74.025,0.275,6.972,1.876
2010,04,06,2010-04-06,1220.000,7547.000,342.000,48.800,0.000,9.699,1.839,258.125,972.125,47.678,23.909,44.100,45.205,0.496,11.766,3.868
2010,04,07,2010-04-07,1414.000,8212.000,294.000,44.386,0.000,13.229,1.294,251.512,967.668,47.839,26.442,46.215,50.335,0.486,21.723,3.849
2010,04,08,2010-04-08,1312.000,8417.000,326.000,59.339,1.770,13.283,1.268,161.182,971.804,34.160,10.272,26.099,58.183,0.359,27.476,3.046
2010,04,09,2010-04-09,1165.000,8064.000,296.000,62.014,0.000,12.615,2.814,221.286,976.481,39.188,17.428,34.464,55.207,0.450,49.045,2.960
