Jahr,Monat,Tag,Tagesdatum,Zweirad,Personenwagen,Lastwagen,Hr,RainDur,T,WVs,StrGlo,p,NO2,NO,NOx,O3,CO,PM10,SO2
2011,5,4,2011-05-04,1088,6320,225,52.848,0.000,10.778,1.654,306.210,967.270,31.755,15.129,28.735,62.698,0.378,15.865,1.325
2011,5,5,2011-05-05,1261,7703,283,39.348,0.000,13.304,2.006,318.639,970.615,44.177,16.164,36.060,68.407,0.403,17.146,2.166
2011,5,6,2011-05-06,1288,8058,297,40.938,0.000,16.842,1.242,305.324,970.463,53.074,20.072,43.846,74.450,0.457,23.257,2.559
2011,5,7,2011-05-07,1166,7381,258,44.338,0.000,19.245,1.354,286.706,968.928,41.377,9.619,29.347,85.662,0.438,23.225,2.255
2011,5,8,2011-05-08,1111,5813,185,36.502,0.000,19.625,1.722,267.312,968.919,23.830,4.579,16.132,102.998,0.322,18.717,1.882
2011,5,9,2011-05-09,1346,7624,278,39.271,0.000,19.153,1.755,310.693,971.363,40.567,13.633,32.143,80.930,0.390,17.120,1.918
2011,5,10,2011-05-10,1244,7834,284,42.800,0.000,20.041,1.104,261.058,974.125,52.358,15.717,39.981,82.683,0.453,29.178,2.692
2011,5,11,2011-05-11,1187,7747,286,56.709,49.000,20.061,1.275,273.118,971.512,45.021,14.155,34.892,88.098,0.425,28.522,1.635
2011,5,12,2011-05-12,905,6228,236,80.659,351.450,16.505,1.654,101.900,968.579,29.150,10.441,23.615,59.622,0.300,17.536,0.542
2011,5,13,2011-05-13,1321,6986,267,55.055,0.000,17.323,1.609,300.297,969.158,35.086,16.773,31.795,67.130,0.369,18.950,0.853
2011,5,14,2011-05-14,689,5451,183,76.109,736.240,15.030,1.953,107.848,966.301,18.586,4.068,12.982,73.658,0.246,14.374,0.585
2011,5,15,2011-05-15,630,4429,131,75.731,396.640,10.085,1.739,162.632,971.876,10.692,2.913,7.927,75.485,0.212,8.109,0.580
2011,5,16,2011-05-16,972,4991,176,64.252,22.210,12.053,1.420,190.455,975.424,21.874,8.393,18.167,57.585,0.272,11.848,0.795
2011,5,17,2011-05-17,1282,5752,220,59.133,44.300,15.439,1.061,219.691,972.498,33.685,19.124,32.947,37.630,0.337,15.858,1.117
2011,5,18,2011-05-18,1543,7026,268,50.522,20.170,18.276,1.384,330.948,967.637,37.515,22.178,37.399,38.445,0.397,12.534,1.274
2011,5,19,2011-05-19,1410,6037,214,51.068,129.150,20.437,1.481,311.114,966.975,26.493,9.050,21.109,69.934,0.272,14.877,0.986
2011,5,20,2011-05-20,1395,5824,206,51.587,0.000,20.322,1.478,312.285,969.113,23.890,8.482,19.295,74.257,0.273,15.765,0.808
2011,5,21,2011-05-21,1322,6509,236,51.265,0.000,20.416,1.247,296.522,969.595,29.832,9.786,23.446,71.338,0.356,13.939,1.022
2011,5,22,2011-05-22,1239,5626,196,59.918,76.170,20.295,1.347,250.465,969.336,23.076,5.438,16.426,65.297,0.302,17.280,0.872
2011,5,23,2011-05-23,1339,6655,251,54.159,0.000,20.261,1.530,279.233,973.860,30.870,13.543,27.000,70.215,0.357,18.948,0.737
2011,5,24,2011-05-24,1523,6407,239,50.900,0.000,21.243,1.754,325.496,973.123,29.630,9.649,23.230,66.130,0.294,22.540,0.814
2011,5,25,2011-05-25,1377,7146,258,43.815,0.000,19.450,2.332,338.877,972.848,30.214,11.479,25.004,86.017,0.340,20.250,1.235
2011,5,26,2011-05-26,1324,6259,231,52.955,41.550,21.352,1.721,246.643,965.497,30.599,7.882,22.322,80.830,0.291,26.919,1.058
2011,5,27,2011-05-27,761,5504,208,76.412,537.500,13.050,1.823,55.959,967.292,26.125,8.839,20.748,53.251,0.265,17.235,0.585
2011,5,28,2011-05-28,1152,4971,168,55.720,0.000,14.776,0.744,274.928,967.887,22.053,8.639,18.458,55.413,0.305,6.216,0.935
2011,5,29,2011-05-29,1377,5700,201,47.480,0.000,18.473,0.785,337.912,967.750,30.740,8.558,22.935,56.711,0.358,20.154,1.203
2011,5,30,2011-05-30,1474,6904,256,47.682,27.150,22.173,1.222,319.998,964.703,35.891,12.329,28.652,67.336,0.372,19.537,1.265
2011,5,31,2011-05-31,831,5479,184,69.868,617.920,17.117,2.341,108.931,965.892,16.329,4.044,11.781,80.707,0.197,12.334,0.732
2011,6,1,2011-06-01,753,6620,254,84.592,512.720,10.854,2.509,65.641,972.197,26.978,17.111,27.827,46.150,0.298,6.977,0.507
2011,6,2,2011-06-02,915,4614,163,76.155,5.180,14.755,2.365,72.981,973.727,11.544,5.853,10.730,49.482,0.231,13.139,0.642
2011,6,3,2011-06-03,1093,6251,235,69.939,0.000,17.687,2.227,150.287,971.347,24.675,11.259,21.931,54.993,0.341,18.503,0.809
2011,6,4,2011-06-04,1226,5552,197,71.076,0.000,19.872,1.102,245.298,964.867,23.849,9.274,19.907,57.830,0.327,20.440,0.649
2011,6,5,2011-06-05,1220,4863,153,59.845,11.780,20.706,1.509,270.986,959.770,11.027,2.428,7.712,85.956,0.207,9.601,0.625
2011,6,6,2011-06-06,1300,6017,216,61.760,0.080,19.474,2.230,248.368,957.580,19.672,4.542,13.928,78.106,0.207,11.880,0.651
2011,6,7,2011-06-07,1295,6770,260,58.589,69.380,19.951,1.648,224.874,955.672,30.950,14.407,27.735,73.022,0.305,12.299,0.742
2011,6,8,2011-06-08,784,5357,184,76.569,455.110,15.534,2.097,90.243,959.160,16.607,4.272,12.110,73.558,0.212,10.190,0.606
2011,6,9,2011-06-09,778,5176,186,72.180,486.380,13.378,1.563,94.411,966.148,23.411,8.616,19.150,60.605,0.263,15.515,0.668
2011,6,10,2011-06-10,1219,5389,196,58.812,33.030,16.490,1.144,230.796,965.565,27.431,14.160,25.698,58.498,0.294,16.395,0.992
2011,6,11,2011-06-11,839,4495,155,73.087,218.020,14.387,1.342,76.813,967.937,18.056,5.073,13.509,53.024,0.234,9.843,0.846
2011,6,12,2011-06-12,1271,5142,169,58.824,0.000,16.865,0.877,299.387,967.904,23.492,9.345,19.777,52.231,0.301,11.401,1.218
2011,6,13,2011-06-13,998,4419,131,69.038,343.850,17.303,1.472,191.091,968.149,11.599,3.210,8.640,64.627,0.201,8.713,0.891
2011,6,14,2011-06-14,1358,5319,193,64.380,27.600,19.918,1.116,228.430,968.964,23.319,11.433,21.360,44.788,0.275,11.354,0.771
2011,6,15,2011-06-15,1508,6006,219,60.552,31.650,21.515,1.094,312.167,968.292,28.238,13.242,25.385,55.422,0.289,15.188,0.804
2011,6,16,2011-06-16,468,3523,101,64.376,123.650,21.278,1.684,268.455,966.311,19.390,7.620,16.250,61.924,0.229,14.656,0.637
2011,6,17,2011-06-17,1145,9015,419,66.641,343.050,19.838,1.468,245.891,964.055,18.947,8.504,16.725,61.018,0.250,11.778,0.602
2011,6,18,2011-06-18,495,5878,170,77.052,592.800,15.205,2.594,108.831,961.898,8.869,2.886,6.952,61.569,0.165,8.488,0.565
2011,6,19,2011-06-19,570,4647,82,56.090,54.220,15.309,3.173,264.535,966.889,5.295,1.633,4.078,62.722,0.151,8.135,0.754
2011,6,20,2011-06-20,1368,7903,393,51.479,0.300,19.165,1.767,266.410,967.994,17.729,7.144,14.998,57.837,0.229,14.228,0.845
2011,6,21,2011-06-21,1459,8257,409,60.768,56.630,22.147,1.715,293.680,967.730,21.820,8.630,18.329,59.461,0.256,18.368,0.722
2011,6,22,2011-06-22,1050,8722,423,73.648,371.800,20.155,1.803,148.245,966.660,26.923,10.533,22.523,49.441,0.250,15.165,0.601
2011,6,23,2011-06-23,1147,9052,431,72.294,4.740,16.807,1.773,94.896,969.471,20.298,10.207,18.797,42.448,0.204,13.817,0.520
2011,6,24,2011-06-24,1249,9040,414,55.170,125.100,16.871,1.702,190.857,972.993,31.594,17.158,30.278,65.209,0.149,10.429,0.626
2011,6,25,2011-06-25,993,6195,131,53.364,0.720,18.001,1.228,220.020,975.867,31.595,17.158,30.278,58.660,0.212,14.018,0.777
2011,6,26,2011-06-26,1030,4722,70,52.496,0.000,22.722,1.040,355.532,973.262,31.595,17.158,30.278,55.922,0.270,13.724,0.828
2011,6,27,2011-06-27,1591,7878,336,51.284,0.000,25.596,1.184,341.708,969.255,41.537,8.991,28.929,66.790,0.365,22.485,0.929
2011,6,28,2011-06-28,1631,8469,368,51.385,0.000,27.011,1.325,322.288,966.059,47.954,14.452,36.663,76.445,0.395,26.344,0.769
2011,6,29,2011-06-29,1133,8893,430,71.371,361.410,21.970,1.570,150.636,966.785,30.050,7.109,21.412,59.018,0.233,21.179,0.725
2011,6,30,2011-06-30,1077,9036,404,70.315,330.200,17.193,1.827,147.500,971.070,24.515,6.646,18.148,61.145,0.199,18.482,0.688
2011,7,1,2011-07-01,1271,9118,408,49.786,0.000,17.385,1.905,265.230,970.476,24.948,8.598,19.940,74.612,0.220,17.245,0.968
2011,7,2,2011-07-02,1044,6633,146,46.740,0.000,16.834,1.475,311.285,966.063,20.650,5.354,15.091,76.563,0.192,11.315,1.091
2011,7,3,2011-07-03,888,5339,82,40.096,0.000,18.466,1.102,343.237,964.081,17.413,4.100,12.393,81.569,0.186,11.382,1.276
2011,7,4,2011-07-04,1510,9071,426,41.330,0.100,21.146,1.397,351.177,963.774,38.261,22.152,37.769,78.273,0.288,17.742,1.348
2011,7,5,2011-07-05,1625,8546,401,40.442,0.000,23.055,1.110,342.654,963.786,37.769,8.067,26.220,95.959,0.290,21.213,1.479
2011,7,6,2011-07-06,1630,8527,380,46.650,0.000,23.398,1.436,299.948,962.005,30.229,6.586,21.089,95.567,0.258,22.746,1.163
2011,7,7,2011-07-07,1223,8795,422,64.789,385.150,21.019,1.522,266.263,961.030,30.480,8.812,23.005,60.979,0.254,17.686,0.903
2011,7,8,2011-07-08,1252,8907,439,68.527,357.100,19.569,1.450,281.378,964.518,25.268,9.688,20.982,68.932,0.269,11.209,0.734
2011,7,9,2011-07-09,978,6285,120,73.733,198.280,21.106,1.470,212.393,967.608,18.113,5.963,14.253,53.479,0.255,15.802,0.652
2011,7,10,2011-07-10,723,4705,127,78.259,222.970,20.219,1.608,233.306,968.351,11.927,3.783,9.270,61.891,0.245,7.895,0.721
2011,7,11,2011-07-11,1542,8088,411,61.202,0.000,21.922,1.342,324.778,968.240,26.908,14.020,25.310,56.243,0.296,11.762,0.763
2011,7,12,2011-07-12,1523,8383,387,59.366,11.220,24.795,1.737,286.275,962.446,37.610,14.338,31.162,63.779,0.386,18.381,0.755
2011,7,13,2011-07-13,490,7168,378,87.370,834.470,18.210,2.018,62.512,961.308,29.695,12.123,25.248,59.702,0.268,11.566,0.611
2011,7,14,2011-07-14,1107,8941,389,64.006,137.070,16.105,1.705,183.752,968.665,15.819,5.115,12.374,55.477,0.176,11.580,0.775
2011,7,15,2011-07-15,1361,8749,399,51.985,0.000,17.521,1.085,238.087,970.275,28.033,12.103,24.364,53.160,0.291,16.323,0.936
2011,7,16,2011-07-16,1003,6689,183,52.366,0.000,19.672,1.729,333.904,962.873,20.238,5.405,14.916,66.343,0.248,16.832,0.986
2011,7,17,2011-07-17,276,4508,118,77.365,548.530,16.657,2.226,66.133,957.102,11.130,2.558,7.870,61.519,0.179,9.575,0.762
2011,7,18,2011-07-18,1043,7059,385,58.220,0.000,16.835,2.847,224.551,958.442,10.853,3.765,8.693,48.726,0.158,6.235,0.799
2011,7,19,2011-07-19,864,7213,345,71.725,414.700,15.927,2.058,159.595,955.965,20.461,12.616,20.816,37.495,0.233,10.540,0.852
2011,7,20,2011-07-20,758,7328,305,72.920,186.420,14.635,2.850,100.812,961.012,12.226,2.969,8.774,52.129,0.158,8.028,0.782
2011,7,21,2011-07-21,861,7501,351,80.963,404.400,15.029,1.246,140.958,960.979,23.715,14.178,23.770,31.031,0.254,11.038,0.815
2011,7,22,2011-07-22,607,7379,368,84.938,688.760,15.604,1.230,127.489,961.694,24.102,9.895,20.538,38.472,0.243,8.932,0.714
2011,7,23,2011-07-23,554,5255,144,72.670,594.420,15.483,1.507,177.335,961.604,13.926,3.254,9.891,63.042,0.170,9.470,0.843
2011,7,24,2011-07-24,431,4008,96,67.009,178.230,13.435,1.928,176.669,963.472,8.335,1.887,5.871,65.600,0.140,6.268,0.967
2011,7,25,2011-07-25,1021,6513,295,58.281,120.550,16.199,1.385,258.464,961.281,21.645,7.683,17.478,57.079,0.224,11.285,1.085
2011,7,26,2011-07-26,1091,6643,322,61.020,83.210,17.650,1.037,227.230,962.540,28.016,12.198,24.430,47.465,0.264,13.850,1.285
2011,7,27,2011-07-27,910,6780,290,71.503,182.890,18.632,0.991,187.261,966.430,25.516,10.348,21.639,52.009,0.260,12.474,0.909
2011,7,28,2011-07-28,914,7097,332,73.332,151.030,18.076,1.007,192.830,968.326,26.593,9.790,21.757,51.782,0.244,12.851,0.856
2011,7,29,2011-07-29,968,6990,303,73.371,36.520,18.420,0.958,180.817,968.082,25.967,9.839,21.467,60.561,0.268,13.219,0.854
2011,7,30,2011-07-30,780,4921,104,69.590,0.000,18.073,1.729,180.842,966.556,18.986,6.085,14.806,54.845,0.260,16.556,0.937
2011,7,31,2011-07-31,650,3902,50,60.482,0.000,18.049,1.490,228.955,965.369,12.865,3.351,9.415,66.122,0.206,14.307,1.157
2011,8,1,2011-08-01,797,3886,43,67.724,0.000,17.835,1.538,249.376,965.228,15.372,4.604,11.730,54.066,0.268,28.211,1.437
2011,8,2,2011-08-02,1177,6570,320,58.738,0.000,21.850,1.350,306.436,966.057,37.142,13.805,30.491,64.020,0.413,37.943,1.433
2011,8,3,2011-08-03,926,6179,349,78.564,247.350,20.189,1.642,98.214,967.809,38.265,13.203,30.596,43.444,0.355,25.163,0.856
2011,8,4,2011-08-04,1194,6841,345,67.793,17.950,22.153,1.253,231.340,967.404,25.223,8.347,19.881,65.892,0.278,17.031,0.770
2011,8,5,2011-08-05,949,6369,298,74.540,223.110,21.576,1.277,195.317,965.342,23.018,7.565,18.100,59.128,0.245,15.115,0.717
2011,8,6,2011-08-06,758,4572,111,76.554,71.930,21.679,1.238,216.269,959.671,16.763,5.965,13.548,39.278,0.225,14.210,0.697
2011,8,7,2011-08-07,411,3930,108,80.900,468.130,18.459,1.439,93.134,959.758,11.388,3.844,9.038,53.336,0.170,7.055,0.723
2011,8,8,2011-08-08,924,6449,291,70.631,240.090,17.073,2.249,182.795,963.388,16.005,5.385,12.687,38.284,0.163,8.232,0.782
2011,8,9,2011-08-09,1028,7066,323,64.507,247.220,16.036,2.557,188.534,971.545,12.055,4.063,9.561,49.998,0.152,9.306,0.818
2011,8,10,2011-08-10,1228,7216,325,61.779,0.000,16.181,0.938,268.292,974.679,26.105,10.551,22.110,44.919,0.253,12.006,0.698
2011,8,11,2011-08-11,1280,7362,317,55.578,0.000,18.810,0.982,285.805,968.721,39.234,14.080,31.805,46.285,0.356,17.985,0.477
2011,8,12,2011-08-12,1205,7726,336,53.965,72.670,21.398,1.853,281.130,964.907,30.553,8.379,22.695,59.850,0.270,17.277,0.410
2011,8,13,2011-08-13,958,5286,125,66.980,72.250,21.191,0.952,270.889,963.102,20.933,8.197,17.519,46.365,0.275,10.787,0.164
2011,8,14,2011-08-14,678,4918,96,67.479,58.800,21.879,1.882,232.643,961.133,19.033,6.065,14.815,48.545,0.266,15.415,0.204
2011,8,15,2011-08-15,872,7118,327,81.177,357.740,19.598,1.478,126.571,966.036,20.269,9.266,18.029,43.971,0.221,10.259,0.053
2011,8,16,2011-08-16,1373,7755,340,70.757,0.000,20.715,0.985,222.658,968.661,26.652,15.590,26.435,39.336,0.287,12.711,0.105
2011,8,17,2011-08-17,1501,7973,343,63.982,0.000,22.420,0.999,283.550,966.447,43.717,18.755,37.898,45.540,0.422,18.230,0.261
2011,8,18,2011-08-18,1117,5876,273,63.493,39.900,24.748,1.627,216.632,965.700,39.257,11.249,29.548,65.369,0.390,22.454,0.147
2011,8,19,2011-08-19,1406,8218,345,59.615,20.380,25.624,1.983,275.179,968.867,25.579,7.692,19.545,68.801,0.270,23.088,0.266
2011,8,20,2011-08-20,1121,5706,110,63.194,0.000,25.529,1.057,268.216,970.617,36.932,8.295,25.963,56.564,0.421,27.764,0.245
2011,8,21,2011-08-21,602,3012,36,58.239,0.000,26.393,1.111,262.554,969.220,30.102,6.087,20.621,62.992,0.407,29.804,0.336
2011,8,22,2011-08-22,1079,5118,278,52.972,0.000,27.307,0.905,261.251,967.215,57.659,24.284,49.622,45.886,0.531,40.859,0.391
2011,8,23,2011-08-23,1264,6238,337,51.258,11.070,27.406,1.311,259.688,965.839,37.706,11.124,28.637,76.637,0.358,38.497,0.566
2011,8,24,2011-08-24,1263,8699,445,59.961,273.210,25.060,1.608,232.657,966.422,31.390,8.845,23.507,79.643,0.325,25.659,0.672
2011,8,25,2011-08-25,1366,8687,418,71.900,0.000,22.618,1.035,223.594,964.425,36.853,12.065,28.944,64.795,0.397,19.047,0.489
2011,8,26,2011-08-26,759,5209,236,61.916,119.430,23.663,2.630,261.919,959.149,33.284,16.538,30.663,55.391,0.366,28.347,0.512
2011,8,27,2011-08-27,647,6008,145,70.675,253.420,14.834,2.544,131.653,968.092,12.468,3.036,8.954,66.578,0.196,5.497,0.508
2011,8,28,2011-08-28,719,4343,62,60.148,0.000,17.105,0.819,275.506,969.848,22.486,6.652,17.092,45.662,0.276,8.195,0.804
2011,8,29,2011-08-29,1343,7777,342,58.375,0.000,17.783,1.248,235.926,967.412,23.411,11.115,21.153,53.166,0.272,12.214,0.808
2011,8,30,2011-08-30,1187,6429,313,54.937,0.000,18.232,1.242,263.527,965.105,32.588,14.146,28.384,57.635,0.336,14.474,0.987
2011,8,31,2011-08-31,1367,7583,358,58.081,0.000,18.758,1.059,243.016,963.095,44.736,18.405,38.149,52.585,0.437,19.847,1.181
2011,9,1,2011-09-01,770,5959,280,68.097,208.820,20.004,1.330,169.782,964.418,37.393,11.642,28.888,56.960,0.365,17.634,0.647
2011,9,2,2011-09-02,1247,7871,342,67.948,40.330,21.845,1.154,181.327,964.758,40.444,12.919,31.508,42.426,0.405,21.642,0.528
2011,9,3,2011-09-03,826,5016,103,69.392,227.730,22.659,1.530,224.483,963.303,30.193,10.166,23.940,48.803,0.400,23.302,0.510
2011,9,4,2011-09-04,436,4629,87,87.580,487.630,19.965,0.943,74.748,963.222,16.803,4.681,12.539,42.337,0.250,15.880,0.358
2011,9,5,2011-09-05,899,7614,359,74.336,375.420,17.476,1.734,87.914,969.105,20.095,6.894,16.035,46.225,0.232,11.465,0.446
2011,9,6,2011-09-06,1405,7952,395,65.004,0.000,17.598,1.363,242.358,972.558,31.142,19.650,32.040,34.430,0.348,14.701,0.595
2011,9,7,2011-09-07,1229,8072,353,53.160,4.340,19.202,3.240,154.328,967.642,16.006,3.664,11.307,55.761,0.194,9.606,0.667
2011,9,8,2011-09-08,1208,8327,421,59.575,23.300,18.496,2.018,157.535,965.857,23.090,7.498,18.085,49.468,0.245,13.558,0.673
2011,9,9,2011-09-09,1292,8424,347,64.464,57.000,21.080,1.405,199.163,965.413,27.116,10.904,22.921,38.884,0.332,12.374,0.510
2011,9,10,2011-09-10,861,5138,114,68.702,0.000,22.372,1.197,230.810,964.077,30.171,12.775,26.019,39.943,0.437,16.695,0.488
2011,9,11,2011-09-11,695,4696,56,65.135,110.990,22.239,1.929,192.470,964.362,15.164,3.357,10.621,66.479,0.267,16.966,0.539
2011,9,12,2011-09-12,816,4878,229,58.132,0.000,20.111,1.633,227.767,968.070,20.813,6.252,15.897,54.768,0.235,9.571,0.596
2011,9,13,2011-09-13,1454,7909,404,62.127,1.150,21.089,1.825,220.406,967.470,20.113,10.210,18.704,47.745,0.260,12.881,0.546
2011,9,14,2011-09-14,1005,9287,386,76.997,268.390,17.396,1.276,99.321,969.022,31.231,17.171,30.099,29.859,0.330,13.658,0.457
2011,9,15,2011-09-15,1179,7545,361,68.248,0.000,16.627,1.524,179.176,969.572,35.610,18.481,33.438,36.600,0.382,19.269,0.829
2011,9,16,2011-09-16,1232,8432,388,73.000,108.760,18.020,1.350,205.498,967.594,46.261,31.454,49.410,35.083,0.496,25.247,0.830
2011,9,17,2011-09-17,594,5091,119,81.408,263.450,18.969,1.490,129.091,964.553,20.310,6.365,15.725,52.575,0.280,14.013,0.528
2011,9,18,2011-09-18,306,4367,114,79.513,597.740,12.731,1.925,29.201,960.057,11.873,3.874,9.314,54.336,0.205,7.500,0.574
2011,9,19,2011-09-19,871,8379,387,78.170,398.960,11.460,1.548,54.953,964.634,27.840,14.061,25.831,31.475,0.289,8.308,0.660
2011,9,20,2011-09-20,1133,9618,462,72.689,0.000,13.527,1.456,176.725,973.332,37.741,30.100,43.868,26.010,0.415,13.578,0.899
2011,9,21,2011-09-21,1391,8523,398,72.035,0.000,14.351,0.765,193.325,971.022,42.759,38.437,53.177,23.202,0.529,21.045,1.376
2011,9,22,2011-09-22,1297,8121,379,73.540,0.000,15.553,0.912,180.781,970.321,49.394,39.574,57.558,26.890,0.559,23.750,1.359
2011,9,23,2011-09-23,1274,8588,394,74.370,0.000,15.688,1.281,156.595,967.960,51.657,25.870,47.753,26.466,0.530,23.242,1.170
2011,9,24,2011-09-24,924,6291,132,75.648,0.000,16.430,1.131,184.248,966.497,40.107,14.165,32.330,32.710,0.478,24.811,1.228
2011,9,25,2011-09-25,810,5399,104,76.758,0.000,17.535,0.696,149.446,970.012,42.577,20.282,38.525,28.036,0.582,27.150,1.232
2011,9,26,2011-09-26,1207,8354,385,73.280,0.000,17.261,0.915,178.871,974.361,56.784,43.323,64.428,21.638,0.646,27.931,1.065
2011,9,27,2011-09-27,1155,7650,388,72.234,0.000,18.064,1.610,181.646,977.359,59.339,49.510,70.723,28.923,0.638,32.843,1.230
2011,9,28,2011-09-28,1440,10555,436,69.082,0.000,18.010,1.633,167.359,976.612,53.393,30.102,52.055,38.051,0.524,29.537,1.276
2011,9,29,2011-09-29,1283,9314,408,81.352,0.000,15.850,1.524,96.944,976.449,43.382,24.553,42.370,25.360,0.478,35.950,0.947
2011,9,30,2011-09-30,1206,9273,403,81.105,0.000,16.271,1.675,110.882,975.899,47.824,35.818,53.727,12.733,0.532,40.792,0.976
2011,10,1,2011-10-01,703,5519,112,85.570,0.000,15.807,1.265,120.113,975.877,42.083,24.963,42.021,12.437,0.568,34.078,0.907
2011,10,2,2011-10-02,574,5061,97,87.853,83.600,15.527,1.279,114.647,975.193,38.821,17.701,34.492,12.962,0.560,26.115,0.851
2011,10,3,2011-10-03,938,5935,285,80.200,1.070,16.733,0.800,152.110,973.993,53.793,35.592,56.665,21.506,0.675,31.995,0.757
2011,10,4,2011-10-04,940,5254,285,73.000,0.000,17.256,0.985,168.500,974.138,53.676,40.490,60.532,27.623,0.599,34.829,0.922
2011,10,5,2011-10-05,1281,8266,342,70.925,0.000,16.812,0.824,120.385,973.586,54.630,37.191,58.384,20.895,0.527,30.050,1.117
2011,10,6,2011-10-06,1186,8099,415,68.819,204.450,16.782,2.315,141.713,966.871,30.225,20.287,32.071,40.126,0.309,23.815,1.053
2011,10,7,2011-10-07,734,8497,333,72.428,240.130,9.533,2.748,74.674,966.486,16.610,4.711,12.462,46.672,0.193,9.481,0.848
2011,10,8,2011-10-08,326,5697,119,82.594,718.320,7.908,2.093,35.347,967.925,16.609,4.692,12.448,39.707,0.215,7.548,1.055
2011,10,9,2011-10-09,360,4366,94,80.837,566.920,8.979,1.643,109.852,971.811,17.075,5.048,12.977,39.831,0.223,5.274,1.259
2011,10,10,2011-10-10,399,4022,217,91.816,561.230,12.433,2.077,45.573,973.240,35.829,25.237,38.970,19.523,0.380,10.641,0.844
2011,10,11,2011-10-11,1012,7080,342,78.502,0.000,15.422,1.989,127.840,973.667,17.616,8.471,16.004,17.167,0.213,16.691,0.909
2011,10,12,2011-10-12,1034,7184,360,68.622,0.000,13.977,1.904,79.599,972.883,17.627,5.668,13.761,31.790,0.188,10.340,1.039
2011,10,13,2011-10-13,872,7297,326,79.320,204.880,12.960,1.729,73.896,974.874,24.955,16.725,26.458,28.171,0.360,10.237,0.979
2011,10,14,2011-10-14,935,8010,315,64.394,0.000,10.098,3.140,153.629,976.370,25.586,14.525,25.025,32.291,0.295,13.818,1.493
2011,10,15,2011-10-15,565,5431,132,76.078,0.000,6.629,1.927,50.188,975.934,26.136,13.665,24.623,15.133,0.333,19.306,1.813
2011,10,16,2011-10-16,417,4429,79,86.321,0.000,8.377,1.106,34.826,975.012,26.777,10.863,22.712,14.000,0.364,26.668,1.703
2011,10,17,2011-10-17,920,6675,318,80.100,0.000,10.700,1.297,100.105,973.333,32.861,15.440,29.563,24.012,0.389,25.074,1.594
2011,10,18,2011-10-18,1009,7363,368,71.767,0.000,11.940,1.202,139.674,967.629,46.631,50.949,65.232,16.130,0.537,29.957,2.080
2011,10,19,2011-10-19,601,7215,347,77.547,556.130,9.184,2.021,14.826,967.102,30.519,7.762,22.183,38.729,0.262,11.664,1.458
2011,10,20,2011-10-20,709,7524,328,81.151,245.300,6.301,1.157,86.190,974.314,43.737,25.333,43.182,20.522,0.395,10.395,1.735
2011,10,21,2011-10-21,822,7906,358,75.312,0.000,5.353,1.960,112.869,974.590,37.626,24.286,39.146,17.648,0.397,18.625,1.901
2011,10,22,2011-10-22,583,5758,131,80.315,0.000,4.362,1.720,91.324,971.754,36.435,17.297,32.921,12.110,0.404,28.854,2.459
2011,10,23,2011-10-23,377,3942,70,83.663,0.000,5.033,1.261,101.114,967.390,34.890,14.092,29.543,11.953,0.410,27.132,2.482
2011,10,24,2011-10-24,1003,7417,367,73.208,1.220,8.092,2.250,127.395,958.494,42.045,25.209,42.197,11.257,0.472,24.996,2.626
2011,10,25,2011-10-25,937,7945,354,72.543,0.000,9.365,1.415,42.917,954.427,50.038,55.725,70.841,5.195,0.627,27.310,3.225
2011,10,26,2011-10-26,523,5071,279,71.538,4.480,11.121,1.121,89.697,964.056,57.798,54.990,74.312,16.538,0.609,23.355,3.024
2011,10,27,2011-10-27,672,6871,259,79.203,0.000,9.169,1.307,90.220,965.495,42.937,42.473,56.505,10.289,0.536,24.629,2.337
2011,10,28,2011-10-28,861,7564,349,81.420,6.800,8.471,1.635,106.741,973.315,45.363,71.785,81.272,3.962,0.719,27.650,2.447
2011,10,29,2011-10-29,673,6292,120,85.343,0.000,8.978,0.855,79.966,974.475,52.136,75.145,87.510,3.079,0.836,37.970,2.923
2011,10,30,2011-10-30,439,4513,63,81.728,0.000,10.904,1.167,82.258,972.580,45.667,52.948,66.332,6.017,0.783,34.198,3.670
2011,10,31,2011-10-31,886,7390,333,89.417,1.030,9.026,1.560,25.032,969.405,42.558,49.028,61.562,2.501,0.665,38.196,1.892
2011,11,1,2011-11-01,911,7586,344,87.533,0.000,9.528,1.157,45.172,967.865,38.200,36.387,49.149,6.726,0.438,29.806,1.020
2011,11,2,2011-11-02,812,5806,248,87.345,0.000,8.977,1.812,96.157,965.258,41.849,57.878,68.289,4.189,0.526,26.603,0.908
2011,11,3,2011-11-03,791,6550,314,86.514,34.070,8.708,1.944,50.769,957.897,37.172,55.822,64.193,2.301,0.555,23.177,0.822
2011,11,4,2011-11-04,897,8024,297,75.393,5.800,10.931,1.606,35.438,954.686,45.636,75.425,84.337,1.815,0.607,26.867,2.015
2011,11,5,2011-11-05,604,6278,113,74.904,0.000,11.773,1.699,36.470,955.107,39.752,48.990,60.064,2.284,0.567,25.671,2.664
2011,11,6,2011-11-06,388,4350,56,76.297,0.000,12.007,1.886,70.040,958.476,33.228,27.908,39.750,4.831,0.532,24.713,1.959
2011,11,7,2011-11-07,913,8072,334,87.323,43.780,10.415,0.928,21.857,963.920,38.653,54.422,63.845,2.220,0.600,37.073,1.102
2011,11,8,2011-11-08,408,3846,192,84.346,0.000,9.377,1.331,22.797,966.237,38.118,39.917,51.936,3.809,0.565,25.577,0.661
